season,date,playoff,neutral,status,home_team,away_team,home_team_abbr,away_team_abbr,home_team_pregame_rating,away_team_pregame_rating,home_team_winprob,away_team_winprob,home_team_score,away_team_score,home_team_postgame_rating,away_team_postgame_rating
2021,2021-05-14,0,0,post,New York Liberty,Indiana Fever,NYL,IND,1384.64102366675,1433.89265752993,0.544135287484527,0.455864712515473,90,87,1391.60568409229,1426.92799710439
2021,2021-05-14,0,0,post,Atlanta Dream,Connecticut Sun,ATL,CON,1446.84965248961,1545.6075597758,0.473031399731937,0.526968600268063,67,78,1432.48085520923,1559.97635705618
2021,2021-05-14,0,0,post,Minnesota Lynx,Phoenix Mercury,MIN,PHO,1521.46149654749,1512.73740908226,0.624979205832222,0.375020794167778,75,77,1512.3599973659,1521.83890826385
2021,2021-05-14,0,0,post,Los Angeles Sparks,Dallas Wings,LAS,DAL,1525.20767374723,1460.09161858607,0.697486058869361,0.302513941130639,71,94,1485.28640566862,1500.01288666468
2021,2021-05-15,0,0,post,Washington Mystics,Chicago Sky,WAS,CHI,1497.22314800559,1500.42276907039,0.608758952102369,0.391241047897631,56,70,1473.8649484287,1523.78096864728
2021,2021-05-15,0,0,post,Seattle Storm,Las Vegas Aces,SEA,LVA,1620.55287242624,1551.29756383172,0.702489852277183,0.297510147722817,97,83,1630.12416822951,1541.72626802845
2021,2021-05-16,0,0,post,Indiana Fever,New York Liberty,IND,NYL,1426.92799710439,1391.60568409229,0.660124391760643,0.339875608239357,65,73,1408.4406670516,1410.09301414508
2021,2021-05-16,0,0,post,Connecticut Sun,Phoenix Mercury,CON,PHO,1559.97635705618,1521.83890826385,0.663750709651416,0.336249290348584,86,78,1567.78638476894,1514.02888055109
2021,2021-05-18,0,0,post,New York Liberty,Minnesota Lynx,NYL,MIN,1410.09301414508,1512.3599973659,0.467999037545665,0.532000962454335,86,75,1426.79306109984,1495.65995041114
2021,2021-05-18,0,0,post,Washington Mystics,Phoenix Mercury,WAS,PHO,1473.8649484287,1514.02888055109,0.55707880349681,0.44292119650319,70,91,1446.5595697744,1541.33425920539
2021,2021-05-18,0,0,post,Seattle Storm,Las Vegas Aces,SEA,LVA,1630.12416822951,1541.72626802845,0.724995151083358,0.275004848916642,80,96,1597.14214889624,1574.70828736172
2021,2021-05-19,0,0,post,Atlanta Dream,Chicago Sky,ATL,CHI,1432.48085520923,1523.78096864728,0.483743561323809,0.516256438676191,77,85,1420.29326924852,1535.96855460799
2021,2021-05-19,0,0,post,Connecticut Sun,Indiana Fever,CON,IND,1567.78638476894,1408.4406670516,0.798634978373513,0.201365021626487,88,67,1575.80619859113,1400.42085322941
2021,2021-05-20,0,0,post,Minnesota Lynx,Seattle Storm,MIN,SEA,1495.65995041114,1597.14214889624,0.469123967997017,0.530876032002983,78,90,1480.63347496401,1612.16862434337
2021,2021-05-21,0,0,post,Indiana Fever,Atlanta Dream,IND,ATL,1400.42085322941,1420.29326924852,0.58567690686139,0.41432309313861,79,83,1389.5254598157,1431.18866266223
2021,2021-05-21,0,0,post,Washington Mystics,New York Liberty,WAS,NYL,1446.5595697744,1426.79306109984,0.639755289031869,0.360244710968131,101,72,1466.4876622107,1406.86496866354
2021,2021-05-21,0,0,post,Phoenix Mercury,Connecticut Sun,PHO,CON,1541.33425920539,1575.80619859113,0.565147676529788,0.434852323470212,67,84,1517.27977564333,1599.86068215319
2021,2021-05-21,0,0,post,Las Vegas Aces,Los Angeles Sparks,LVA,LAS,1574.70828736172,1485.28640566862,0.726168822171413,0.273831177828587,97,69,1588.75153436067,1471.24315866967
2021,2021-05-22,0,0,post,Dallas Wings,Seattle Storm,DAL,SEA,1500.01288666468,1612.16862434337,0.453855852403197,0.546144147596803,97,100,1493.08652856803,1619.09498244002
2021,2021-05-23,0,0,post,Indiana Fever,Washington Mystics,IND,WAS,1389.5254598157,1466.4876622107,0.504371630774506,0.495628369225494,89,77,1405.63457821704,1450.37854380936
2021,2021-05-23,0,0,post,Chicago Sky,New York Liberty,CHI,NYL,1535.96855460799,1406.86496866354,0.769181806197507,0.230818193802493,85,93,1512.48615794552,1430.34736532601
2021,2021-05-23,0,0,post,Las Vegas Aces,Connecticut Sun,LVA,CON,1588.75153436067,1599.86068215319,0.597862716110778,0.402137283889222,65,72,1573.84700665758,1614.76520985628
2021,2021-05-24,0,0,post,New York Liberty,Dallas Wings,NYL,DAL,1430.34736532601,1493.08652856803,0.524819924309383,0.475180075690617,88,81,1441.38812583917,1482.04576805487
2021,2021-05-25,0,0,post,Indiana Fever,Washington Mystics,IND,WAS,1405.63457821704,1450.37854380936,0.550564075262923,0.449435924737077,69,85,1383.33314463313,1472.67997739327
2021,2021-05-25,0,0,post,Chicago Sky,Atlanta Dream,CHI,ATL,1512.48615794552,1431.18866266223,0.716771482128043,0.283228517871957,83,90,1493.10060126667,1450.57421934108
2021,2021-05-25,0,0,post,Seattle Storm,Connecticut Sun,SEA,CON,1619.09498244002,1614.76520985628,0.619031907455657,0.380968092544343,90,87,1624.68165487884,1609.17853741746
2021,2021-05-26,0,0,post,Phoenix Mercury,Las Vegas Aces,PHO,LVA,1517.27977564333,1573.84700665758,0.533671425752225,0.466328574247775,79,85,1505.5041665377,1585.62261576321
2021,2021-05-27,0,0,post,Atlanta Dream,Dallas Wings,ATL,DAL,1450.57421934108,1482.04576805487,0.569387405210019,0.430612594789981,101,95,1459.54925219495,1473.070735201
2021,2021-05-28,0,0,post,Connecticut Sun,Washington Mystics,CON,WAS,1609.17853741746,1472.67997739327,0.776652800017799,0.223347199982201,86,81,1612.92980152698,1468.92871328375
2021,2021-05-28,0,0,post,Chicago Sky,Los Angeles Sparks,CHI,LAS,1493.10060126667,1471.24315866967,0.642524603890749,0.357475396109251,61,76,1466.73007890249,1497.61368103385
2021,2021-05-28,0,0,post,Seattle Storm,Minnesota Lynx,SEA,MIN,1624.68165487884,1480.63347496401,0.784100638592025,0.215899361407975,82,72,1630.00152637335,1475.3136034695
2021,2021-05-28,0,0,post,Las Vegas Aces,Indiana Fever,LVA,IND,1585.62261576321,1383.33314463313,0.835482000443574,0.164517999556426,113,77,1595.01403156615,1373.94172883019
2021,2021-05-29,0,0,post,New York Liberty,Atlanta Dream,NYL,ATL,1441.38812583917,1459.54925219495,0.588065304127776,0.411934695872224,87,90,1431.70360810459,1469.23376992953
2021,2021-05-29,0,0,post,Dallas Wings,Phoenix Mercury,DAL,PHO,1473.070735201,1505.5041665377,0.56802928522728,0.43197071477272,85,89,1462.61402921033,1515.96087252837
2021,2021-05-30,0,0,post,Chicago Sky,Los Angeles Sparks,CHI,LAS,1466.73007890249,1497.61368103385,0.570217037715188,0.429782962284812,79,82,1457.4389805751,1506.90477936124
2021,2021-05-30,0,0,post,Las Vegas Aces,Indiana Fever,LVA,IND,1595.01403156615,1373.94172883019,0.849809981443997,0.150190018556003,101,78,1601.13745775828,1367.81830263806
2021,2021-05-30,0,0,post,Minnesota Lynx,Connecticut Sun,MIN,CON,1475.3136034695,1612.92980152698,0.417835437373082,0.582164562626918,79,74,1487.33925094206,1600.90415405442
2021,2021-06-01,0,0,post,Connecticut Sun,Las Vegas Aces,CON,LVA,1600.90415405442,1601.13745775828,0.6128182111431,0.3871817888569,74,67,1609.47741911443,1592.56419269827
2021,2021-06-01,0,0,post,Dallas Wings,Los Angeles Sparks,DAL,LAS,1462.61402921033,1506.90477936124,0.551209548909891,0.448790451090109,79,69,1475.29236652604,1494.22644204553
2021,2021-06-01,0,0,post,Chicago Sky,Phoenix Mercury,CHI,PHO,1457.4389805751,1515.96087252837,0.530870167832238,0.469129832167762,83,84,1451.32589894615,1522.07395415732
2021,2021-06-01,0,0,post,Seattle Storm,Indiana Fever,SEA,IND,1630.00152637335,1367.81830263806,0.8775858669494,0.1224141330506,88,73,1633.6244844004,1364.19534461101
2021,2021-06-03,0,0,post,New York Liberty,Las Vegas Aces,NYL,LVA,1431.70360810459,1592.56419269827,0.3856887696056,0.6143112303944,82,94,1419.90083064563,1604.36697015723
2021,2021-06-03,0,0,post,Phoenix Mercury,Chicago Sky,PHO,CHI,1522.07395415732,1451.32589894615,0.704282627970968,0.295717372029032,77,74,1526.20485329533,1447.19499980814
2021,2021-06-03,0,0,post,Los Angeles Sparks,Indiana Fever,LAS,IND,1494.22644204553,1364.19534461101,0.770128368669127,0.229871631330873,98,63,1507.71473314461,1350.70705351193
2021,2021-06-04,0,0,post,Minnesota Lynx,Atlanta Dream,MIN,ATL,1487.33925094206,1469.23376992953,0.637548699877877,0.362451300122123,86,84,1491.88607942523,1464.68694144636
2021,2021-06-04,0,0,post,Seattle Storm,Dallas Wings,SEA,DAL,1633.6244844004,1475.29236652604,0.797695015372524,0.202304984627476,105,102,1636.28419577734,1472.6326551491
2021,2021-06-05,0,0,post,Washington Mystics,Las Vegas Aces,WAS,LVA,1468.92871328375,1604.36697015723,0.420888212334151,0.579111787665849,93,96,1462.62003750713,1610.67564593385
2021,2021-06-05,0,0,post,Los Angeles Sparks,Chicago Sky,LAS,CHI,1507.71473314461,1447.19499980814,0.691874328355817,0.308125671644183,68,63,1513.17268244802,1441.73705050473
2021,2021-06-05,0,0,post,Connecticut Sun,New York Liberty,CON,NYL,1609.47741911443,1419.90083064563,0.825174649965567,0.174825350034433,85,64,1616.30171088765,1413.07653887241
2021,2021-06-06,0,0,post,Seattle Storm,Dallas Wings,SEA,DAL,1636.28419577734,1472.6326551491,0.802591552600328,0.197408447399672,67,68,1625.00180930027,1483.91504162617
2021,2021-06-06,0,0,post,Minnesota Lynx,Atlanta Dream,MIN,ATL,1491.88607942523,1464.68694144636,0.649555934469411,0.350444065530589,100,80,1506.68957180998,1449.88344906161
2021,2021-06-08,0,0,post,Washington Mystics,Minnesota Lynx,WAS,MIN,1462.62003750713,1506.68957180998,0.551524544080916,0.448475455919084,85,81,1470.33984387823,1498.96976543888
2021,2021-06-08,0,0,post,Phoenix Mercury,Dallas Wings,PHO,DAL,1526.20485329533,1483.91504162617,0.669064448573532,0.330935551426468,81,85,1513.07210372673,1497.04779119477
2021,2021-06-09,0,0,post,Atlanta Dream,Seattle Storm,ATL,SEA,1449.88344906161,1625.00180930027,0.366434106399141,0.633565893600859,71,95,1432.12793784106,1642.75732052082
2021,2021-06-09,0,0,post,Chicago Sky,Indiana Fever,CHI,IND,1441.73705050473,1350.70705351193,0.728005707164877,0.271994292835123,92,76,1451.15521361328,1341.28889040338
2021,2021-06-10,0,0,post,Washington Mystics,Los Angeles Sparks,WAS,LAS,1470.33984387823,1513.17268244802,0.553284739876552,0.446715260123448,89,71,1488.84011333268,1494.67241299357
2021,2021-06-11,0,0,post,Atlanta Dream,Seattle Storm,ATL,SEA,1432.12793784106,1642.75732052082,0.320393685775076,0.679606314224924,75,86,1423.18426207914,1651.70099628274
2021,2021-06-11,0,0,post,Phoenix Mercury,Dallas Wings,PHO,DAL,1513.07210372673,1497.04779119477,0.634775782010956,0.365224217989044,59,77,1483.74927207972,1526.37062284178
2021,2021-06-12,0,0,post,Indiana Fever,Chicago Sky,IND,CHI,1341.28889040338,1451.15521361328,0.457124463442441,0.542875536557559,79,83,1333.38292217316,1459.0611818435
2021,2021-06-12,0,0,post,Minnesota Lynx,Los Angeles Sparks,MIN,LAS,1498.96976543888,1494.67241299357,0.618987894366953,0.381012105633047,80,64,1513.02039590348,1480.62178252897
2021,2021-06-13,0,0,post,Connecticut Sun,Seattle Storm,CON,SEA,1616.30171088765,1651.70099628274,0.563835321691229,0.436164678308771,66,89,1586.72112247895,1681.28158469144
2021,2021-06-13,0,0,post,Atlanta Dream,Washington Mystics,ATL,WAS,1423.18426207914,1488.84011333268,0.520631168704681,0.479368831295319,101,78,1447.16099187027,1464.86338354155
2021,2021-06-13,0,0,post,Phoenix Mercury,New York Liberty,PHO,NYL,1483.74927207972,1413.07653887241,0.704192317139795,0.295807682860205,83,85,1472.91631388978,1423.90949706235
2021,2021-06-13,0,0,post,Las Vegas Aces,Dallas Wings,LVA,DAL,1610.67564593385,1526.37062284178,0.720272911938392,0.279727088061608,85,78,1616.49933556452,1520.54693321111
2021,2021-06-15,0,0,post,Indiana Fever,Seattle Storm,IND,SEA,1333.38292217316,1681.28158469144,0.176223138908431,0.823776861091569,70,87,1327.43108650271,1687.23342036189
2021,2021-06-15,0,0,post,Minnesota Lynx,Chicago Sky,MIN,CHI,1513.02039590348,1459.0611818435,0.683765549259132,0.316234450740868,89,105,1482.87390193607,1489.20767581091
2021,2021-06-15,0,0,post,Las Vegas Aces,New York Liberty,LVA,NYL,1616.49933556452,1423.90949706235,0.827662863367473,0.172337136632527,100,78,1623.43606465499,1416.97276797188
2021,2021-06-16,0,0,post,Los Angeles Sparks,Phoenix Mercury,LAS,PHO,1480.62178252897,1472.91631388978,0.623603880476614,0.376396119523386,85,80,1487.55226397913,1465.98583243962
2021,2021-06-17,0,0,post,Washington Mystics,Atlanta Dream,WAS,ATL,1464.86338354155,1447.16099187027,0.637012337291403,0.362987662708597,96,93,1470.13356594483,1441.89080946699
2021,2021-06-17,0,0,post,Indiana Fever,Seattle Storm,IND,SEA,1327.43108650271,1687.23342036189,0.166495376732746,0.833504623267254,69,79,1323.47807277873,1691.18643408587
2021,2021-06-17,0,0,post,Chicago Sky,Connecticut Sun,CHI,CON,1489.20767581091,1586.72112247895,0.474817449750601,0.525182550249399,81,75,1500.74031982388,1575.18847846598
2021,2021-06-17,0,0,post,Dallas Wings,Minnesota Lynx,DAL,MIN,1520.54693321111,1482.87390193607,0.663153783550205,0.336846216449795,73,85,1496.69507665118,1506.725758496
2021,2021-06-17,0,0,post,Las Vegas Aces,New York Liberty,LVA,NYL,1623.43606465499,1416.97276797188,0.838757919852241,0.161242080147759,103,76,1630.87755609938,1409.53127652749
2021,2021-06-18,0,0,post,Los Angeles Sparks,Phoenix Mercury,LAS,PHO,1487.55226397913,1465.98583243962,0.642139742177816,0.357860257822184,66,80,1462.38189459312,1491.15620182563
2021,2021-06-19,0,0,post,Chicago Sky,Connecticut Sun,CHI,CON,1500.74031982388,1575.18847846598,0.50798906199383,0.49201093800617,91,81,1514.9734876838,1560.95531060606
2021,2021-06-19,0,0,post,Washington Mystics,Indiana Fever,WAS,IND,1470.13356594483,1323.47807277873,0.786630612517212,0.213369387482788,82,77,1473.69259632941,1319.91904239415
2021,2021-06-19,0,0,post,Dallas Wings,Minnesota Lynx,DAL,MIN,1496.69507665118,1506.725758496,0.599354386186574,0.400645613813426,95,77,1512.87508617303,1490.54574897415
2021,2021-06-20,0,0,post,Los Angeles Sparks,New York Liberty,LAS,NYL,1462.38189459312,1409.53127652749,0.682384040871326,0.317615959128674,73,76,1450.42976225979,1421.48340886082
2021,2021-06-22,0,0,post,Connecticut Sun,Dallas Wings,CON,DAL,1560.95531060606,1512.87508617303,0.676402759425421,0.323597240574579,80,70,1569.48418604566,1504.34621073343
2021,2021-06-22,0,0,post,New York Liberty,Chicago Sky,NYL,CHI,1421.48340886082,1514.9734876838,0.480595966064148,0.519404033935852,72,92,1399.67633799696,1536.78055854766
2021,2021-06-22,0,0,post,Seattle Storm,Washington Mystics,SEA,WAS,1691.18643408587,1473.69259632941,0.847161843001589,0.152838156998411,83,87,1671.49924078714,1493.37978962814
2021,2021-06-23,0,0,post,Atlanta Dream,Minnesota Lynx,ATL,MIN,1441.89080946699,1490.54574897415,0.544987178884585,0.455012821115415,85,87,1434.32791018651,1498.10864825463
2021,2021-06-24,0,0,post,Indiana Fever,Dallas Wings,IND,DAL,1319.91904239415,1504.34621073343,0.354084957933209,0.645915042066791,64,89,1302.37680325779,1521.88844986979
2021,2021-06-24,0,0,post,New York Liberty,Chicago Sky,NYL,CHI,1399.67633799696,1536.78055854766,0.418552508901366,0.581447491098634,68,91,1379.42633033354,1557.03056621108
2021,2021-06-24,0,0,post,Los Angeles Sparks,Washington Mystics,LAS,WAS,1450.42976225979,1493.37978962814,0.553118000998615,0.446881999001385,89,82,1460.65337127613,1483.1561806118
2021,2021-06-25,0,0,post,Minnesota Lynx,Las Vegas Aces,MIN,LVA,1498.10864825463,1630.87755609938,0.424638028150273,0.575361971849727,90,89,1504.90722400976,1624.07898034425
2021,2021-06-26,0,0,post,Dallas Wings,Washington Mystics,DAL,WAS,1521.88844986979,1483.1561806118,0.664514482320265,0.335485517679735,85,74,1531.33480960632,1473.70982087527
2021,2021-06-26,0,0,post,Atlanta Dream,New York Liberty,ATL,NYL,1434.32791018651,1379.42633033354,0.68493736093886,0.31506263906114,78,101,1395.48398447017,1418.27025604988
2021,2021-06-27,0,0,post,Connecticut Sun,Chicago Sky,CON,CHI,1569.48418604566,1557.03056621108,0.629997436668782,0.370002563331218,74,58,1583.0459163731,1543.46883588364
2021,2021-06-27,0,0,post,Las Vegas Aces,Seattle Storm,LVA,SEA,1624.07898034425,1671.49924078714,0.546749069871133,0.453250930128867,95,92,1630.99381993728,1664.58440119411
2021,2021-06-27,0,0,post,Phoenix Mercury,Los Angeles Sparks,PHO,LAS,1491.15620182563,1460.65337127613,0.653872557001489,0.346127442998511,88,79,1499.82359229568,1451.98598080608
2021,2021-06-29,0,0,post,Washington Mystics,Connecticut Sun,WAS,CON,1473.70982087527,1583.0459163731,0.457882010046608,0.542117989953392,71,90,1453.90760216276,1602.84813508561
2021,2021-06-29,0,0,post,Atlanta Dream,New York Liberty,ATL,NYL,1395.48398447017,1418.27025604988,0.581600895975449,0.418399104024551,73,69,1402.56881324307,1411.18542727698
2021,2021-06-30,0,0,post,Dallas Wings,Chicago Sky,DAL,CHI,1531.33480960632,1543.46883588364,0.59644348396285,0.40355651603715,81,91,1513.00896317025,1561.79468231971
2021,2021-06-30,0,0,post,Phoenix Mercury,Minnesota Lynx,PHO,MIN,1499.82359229568,1504.90722400976,0.606172900878515,0.393827099121485,76,82,1485.86220647542,1518.86860983002
2021,2021-06-30,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1451.98598080608,1630.99381993728,0.361251838123003,0.638748161876997,75,99,1434.53204459346,1648.4477561499
2021,2021-07-01,0,0,post,Indiana Fever,Connecticut Sun,IND,CON,1302.37680325779,1602.84813508561,0.219405360882832,0.780594639117168,80,86,1298.33856944081,1606.88636890259
2021,2021-07-02,0,0,post,Dallas Wings,Chicago Sky,DAL,CHI,1513.00896317025,1561.79468231971,0.544800489144811,0.455199510855189,100,91,1525.1130434006,1549.69060208936
2021,2021-07-02,0,0,post,Seattle Storm,Atlanta Dream,SEA,ATL,1664.58440119411,1402.56881324307,0.877482161435712,0.122517838564288,91,88,1666.0902445323,1401.06296990488
2021,2021-07-02,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1434.53204459346,1648.4477561499,0.316288601721811,0.683711398278189,58,66,1427.26939935571,1655.71040138765
2021,2021-07-03,0,0,post,New York Liberty,Washington Mystics,NYL,WAS,1411.18542727698,1453.90760216276,0.553442183670231,0.446557816329769,82,79,1417.97329215723,1447.11973728251
2021,2021-07-03,0,0,post,Indiana Fever,Connecticut Sun,IND,CON,1298.33856944081,1606.88636890259,0.211546785095572,0.788453214904428,73,67,1319.22954247436,1585.99539586904
2021,2021-07-03,0,0,post,Phoenix Mercury,Minnesota Lynx,PHO,MIN,1485.86220647542,1518.86860983002,0.567219795752326,0.432780204247674,68,99,1448.90719387145,1555.82362243399
2021,2021-07-04,0,0,post,Las Vegas Aces,Atlanta Dream,LVA,ATL,1655.71040138765,1401.06296990488,0.872848805813873,0.127151194186127,118,95,1660.78466764312,1395.98870364941
